Manufacturer,Model,Engine size,Fuel type,Price
BMW,M5,5.0,Petrol,1474
Ford,Mondeo,2.0,Diesel,5692
Ford,Fiesta,1.2,Petrol,1010
Ford,Fiesta,1.2,Hybrid,2103
VW,Golf,1.4,Hybrid,1630
Ford,Mondeo,1.4,Diesel,10517
VW,Polo,1.0,Petrol,4702
BMW,X3,2.4,Diesel,1456
Ford,Focus,1.0,Hybrid,3086
Toyota,RAV4,1.8,Hybrid,4766
BMW,M5,5.0,Petrol,5270
VW,Passat,2.0,Diesel,8945
Ford,Fiesta,1.2,Petrol,1636
BMW,M5,4.0,Petrol,82135
VW,Passat,1.8,Petrol,18304
Ford,Focus,1.8,Petrol,9066
VW,Golf,1.6,Petrol,10006
BMW,Z4,2.0,Petrol,8148
Toyota,Prius,1.8,Hybrid,4116
VW,Passat,1.4,Petrol,1905
Ford,Focus,1.4,Petrol,4029
BMW,M5,4.4,Petrol,1787
VW,Passat,1.8,Petrol,1479
Ford,Focus,1.0,Diesel,4387
Toyota,Prius,1.0,Hybrid,19207
VW,Polo,1.4,Petrol,9099
Toyota,Yaris,1.0,Petrol,1371
BMW,Z4,3.0,Petrol,25582
Ford,Fiesta,1.0,Hybrid,3762
VW,Passat,1.6,Diesel,1981
VW,Polo,1.2,Petrol,837
VW,Golf,1.4,Petrol,15486
VW,Passat,1.6,Diesel,43090
VW,Polo,1.6,Petrol,28212
Ford,Fiesta,1.4,Petrol,1812
VW,Polo,1.0,Petrol,1983
VW,Polo,1.6,Petrol,13225
Ford,Fiesta,1.2,Petrol,1010
Ford,Focus,1.4,Diesel,3183
Porsche,Cayenne,3.0,Diesel,21180
Ford,Mondeo,1.8,Diesel,1297
VW,Golf,1.4,Petrol,959
VW,Polo,1.6,Petrol,16384
Ford,Mondeo,1.8,Diesel,8087
Ford,Focus,1.4,Petrol,29018
Toyota,Prius,1.4,Hybrid,13899
Ford,Fiesta,1.0,Petrol,7390
Ford,Mondeo,2.0,Petrol,10408
VW,Passat,1.6,Diesel,12316
Toyota,Prius,1.4,Hybrid,19070
Toyota,Prius,1.4,Hybrid,26629
VW,Golf,1.4,Petrol,2696
Ford,Focus,2.0,Petrol,947
BMW,X3,2.4,Petrol,27607
VW,Polo,1.0,Petrol,576
Ford,Mondeo,2.0,Petrol,2088
VW,Polo,1.2,Petrol,2646
BMW,Z4,2.4,Petrol,34541
Ford,Mondeo,2.0,Diesel,9355
Ford,Fiesta,1.2,Petrol,7207
Toyota,Prius,1.4,Hybrid,15300
Ford,Focus,1.0,Petrol,7881
VW,Polo,1.0,Petrol,981
VW,Polo,1.6,Petrol,7159
Toyota,Prius,1.4,Hybrid,15143
Toyota,RAV4,2.2,Hybrid,3033
BMW,Z4,2.2,Petrol,14903
BMW,X3,3.0,Diesel,13055
Ford,Focus,1.4,Petrol,1530
Toyota,RAV4,1.8,Hybrid,4087
Toyota,Yaris,1.2,Hybrid,5633
BMW,Z4,2.4,Petrol,6887
Ford,Fiesta,1.4,Petrol,6082
VW,Polo,2.0,Petrol,834
Toyota,Yaris,1.0,Petrol,12197
Ford,Mondeo,1.8,Diesel,7687
Toyota,RAV4,2.0,Hybrid,15923
BMW,Z4,3.0,Petrol,33406
VW,Passat,2.0,Diesel,1300
Toyota,RAV4,2.4,Petrol,35217
VW,Golf,1.6,Petrol,2833
Toyota,RAV4,1.8,Hybrid,18764
Ford,Fiesta,1.2,Petrol,3663
VW,Golf,1.8,Diesel,1300
VW,Polo,1.2,Diesel,2824
BMW,X3,3.0,Petrol,21633
Ford,Mondeo,2.0,Diesel,2038
BMW,Z4,2.4,Petrol,39488
BMW,M5,5.0,Petrol,5508
VW,Golf,1.2,Petrol,5079
VW,Polo,2.0,Diesel,3912
Toyota,RAV4,2.2,Hybrid,3799
BMW,X3,3.0,Diesel,3913
VW,Polo,1.2,Petrol,1782
Porsche,911,2.2,Petrol,131467
VW,Passat,1.4,Diesel,25112
VW,Polo,1.4,Petrol,3112
Ford,Mondeo,1.8,Diesel,37432
VW,Passat,1.6,Diesel,7247
Ford,Focus,1.8,Petrol,50035
Porsche,911,2.2,Petrol,4021
VW,Polo,1.4,Petrol,1038
BMW,X3,3.0,Diesel,3458
BMW,M5,4.4,Petrol,19412
VW,Golf,1.2,Petrol,1121
Ford,Fiesta,1.0,Petrol,1073
Toyota,RAV4,2.2,Hybrid,8950
Toyota,Prius,1.4,Hybrid,44913
Toyota,Prius,1.4,Hybrid,33029
VW,Golf,1.6,Petrol,16497
VW,Golf,1.8,Diesel,16540
VW,Polo,2.0,Petrol,3583
Ford,Focus,2.0,Diesel,44955
VW,Polo,1.6,Petrol,7472
Toyota,Prius,1.0,Hybrid,5857
VW,Golf,1.4,Diesel,2064
Toyota,Prius,1.8,Hybrid,6837
Porsche,718 Cayman,2.4,Petrol,47791
VW,Polo,1.6,Petrol,2556
VW,Polo,2.0,Petrol,10098
Ford,Mondeo,1.4,Hybrid,7778
Ford,Mondeo,2.0,Hybrid,8026
VW,Polo,1.4,Petrol,796
Ford,Fiesta,1.2,Petrol,578
Ford,Focus,1.8,Petrol,17873
VW,Polo,1.4,Petrol,2934
Ford,Focus,1.8,Diesel,24753
Ford,Fiesta,1.0,Petrol,10803
BMW,M5,4.4,Petrol,4256
VW,Polo,1.6,Petrol,1533
VW,Golf,1.6,Petrol,3503
Ford,Mondeo,2.0,Diesel,10256
VW,Golf,1.4,Petrol,4044
BMW,M5,4.4,Petrol,24315
Toyota,Prius,1.0,Hybrid,5225
Toyota,Prius,1.4,Hybrid,15753
Ford,Mondeo,2.0,Diesel,4730
Porsche,911,2.6,Petrol,18441
Toyota,Prius,1.0,Hybrid,1398
Ford,Mondeo,1.4,Diesel,5365
Toyota,RAV4,2.4,Hybrid,5047
Toyota,Prius,1.0,Hybrid,5283
Toyota,Yaris,1.4,Hybrid,4800
BMW,M5,4.4,Petrol,140366
VW,Polo,2.0,Petrol,4687
VW,Golf,1.8,Petrol,35512
Toyota,Yaris,1.0,Hybrid,22539
Ford,Mondeo,1.6,Diesel,443
VW,Golf,1.4,Petrol,814
VW,Polo,1.2,Petrol,1568
VW,Passat,1.6,Diesel,3420
Toyota,Prius,1.8,Hybrid,3969
Toyota,Prius,1.4,Hybrid,19568
Toyota,Yaris,1.4,Hybrid,29237
VW,Passat,2.0,Petrol,43146
Toyota,Prius,1.0,Hybrid,6094
Ford,Focus,1.0,Petrol,5437
Toyota,Prius,1.0,Hybrid,27938
VW,Passat,2.0,Diesel,27763
Ford,Mondeo,1.6,Diesel,9784
Porsche,911,2.2,Petrol,16290
Toyota,Prius,1.8,Hybrid,34239
VW,Golf,1.8,Petrol,31173
Ford,Focus,1.4,Petrol,1889
VW,Golf,1.2,Hybrid,28523
Ford,Fiesta,1.2,Petrol,28439
Toyota,RAV4,2.0,Hybrid,9867
VW,Golf,1.6,Petrol,3426
Ford,Fiesta,1.4,Petrol,2666
VW,Golf,1.2,Petrol,1250
Porsche,718 Cayman,2.0,Petrol,14563
VW,Golf,1.8,Petrol,4472
VW,Golf,1.8,Petrol,1077
Ford,Fiesta,1.0,Petrol,8936
VW,Polo,1.0,Diesel,675
BMW,M5,4.4,Petrol,51296
Ford,Focus,1.6,Petrol,7253
Ford,Mondeo,1.4,Diesel,30977
Ford,Fiesta,1.4,Petrol,21517
Ford,Mondeo,1.6,Diesel,15799
Ford,Focus,1.6,Diesel,673
VW,Golf,1.2,Diesel,9762
Ford,Mondeo,1.8,Petrol,4827
Toyota,Prius,1.8,Hybrid,16168
Ford,Mondeo,1.4,Diesel,4666
Ford,Fiesta,1.2,Petrol,5706
Ford,Mondeo,1.4,Diesel,3085
BMW,Z4,3.0,Petrol,1700
Porsche,718 Cayman,2.4,Petrol,5161
Ford,Fiesta,1.2,Petrol,3866
VW,Polo,1.4,Petrol,14659
Porsche,718 Cayman,2.4,Petrol,3461
Ford,Focus,1.8,Petrol,3150
VW,Passat,2.0,Diesel,9049
VW,Polo,1.0,Petrol,13670
Ford,Fiesta,1.2,Petrol,2115
Ford,Focus,1.4,Petrol,1473
Toyota,RAV4,2.4,Petrol,51126
VW,Passat,1.8,Diesel,20098
VW,Passat,1.8,Diesel,5529
BMW,X3,2.0,Diesel,4012
Ford,Mondeo,1.8,Petrol,13878
Toyota,Prius,1.4,Hybrid,13315
VW,Passat,1.6,Diesel,33654
Ford,Focus,1.0,Petrol,21831
Ford,Fiesta,1.4,Petrol,2351
Toyota,Yaris,1.2,Petrol,4717
VW,Passat,1.6,Petrol,1626
VW,Passat,1.4,Petrol,28867
VW,Polo,1.6,Petrol,6202
Porsche,Cayenne,2.6,Petrol,93631
Ford,Fiesta,1.2,Petrol,21236
VW,Polo,1.6,Petrol,412
Toyota,Yaris,1.4,Hybrid,20313
Ford,Mondeo,2.0,Diesel,9780
Toyota,Yaris,1.2,Petrol,9170
Toyota,Prius,1.4,Hybrid,36628
Toyota,RAV4,2.0,Hybrid,53148
Ford,Focus,1.4,Petrol,1025
VW,Polo,1.2,Petrol,2359
Toyota,RAV4,2.4,Hybrid,1411
Toyota,Prius,1.0,Hybrid,10087
VW,Passat,1.8,Diesel,1770
VW,Golf,1.6,Hybrid,20807
Ford,Mondeo,1.6,Diesel,861
Ford,Mondeo,1.8,Petrol,17716
BMW,X3,3.0,Diesel,17950
VW,Polo,1.6,Petrol,11757
Toyota,Prius,1.4,Hybrid,9653
Ford,Mondeo,2.0,Diesel,2678
Porsche,718 Cayman,4.0,Petrol,28061
Porsche,911,3.5,Petrol,41323
Toyota,Prius,1.8,Hybrid,28872
Ford,Mondeo,2.0,Diesel,41461
VW,Golf,1.4,Diesel,16273
VW,Polo,1.6,Petrol,5196
VW,Passat,1.4,Petrol,1903
Ford,Focus,1.8,Hybrid,8987
Porsche,911,3.0,Petrol,14634
VW,Golf,1.6,Petrol,10687
VW,Passat,1.4,Diesel,1925
Ford,Fiesta,1.4,Petrol,14830
Ford,Mondeo,2.0,Diesel,3366
Toyota,RAV4,2.2,Hybrid,17457
Ford,Fiesta,1.0,Petrol,1429
Porsche,718 Cayman,4.0,Petrol,21519
Toyota,RAV4,2.4,Hybrid,14133
VW,Polo,1.6,Petrol,33749
Ford,Fiesta,1.2,Petrol,1135
BMW,Z4,2.0,Petrol,6301
Ford,Fiesta,1.4,Petrol,2711
Toyota,Prius,1.0,Hybrid,8762
Toyota,RAV4,2.4,Hybrid,23968
Toyota,Yaris,1.0,Hybrid,9491
VW,Passat,2.0,Diesel,4139
VW,Golf,1.2,Diesel,12350
Ford,Fiesta,1.4,Petrol,3317
Toyota,Yaris,1.2,Petrol,11605
Toyota,Yaris,1.2,Hybrid,10760
BMW,Z4,2.4,Petrol,1882
Ford,Mondeo,2.0,Diesel,6742
Ford,Fiesta,1.0,Petrol,11045
VW,Polo,1.2,Petrol,227
Toyota,RAV4,2.0,Hybrid,10360
Toyota,RAV4,2.0,Petrol,3194
VW,Golf,1.8,Petrol,1852
VW,Passat,1.4,Diesel,39405
VW,Golf,1.8,Hybrid,733
VW,Passat,2.0,Diesel,5779
VW,Polo,1.4,Petrol,2384
Ford,Mondeo,1.6,Diesel,570
Ford,Mondeo,1.4,Diesel,7042
VW,Golf,1.4,Hybrid,3297
Toyota,Prius,1.4,Hybrid,857
VW,Golf,1.8,Diesel,5909
VW,Passat,1.4,Diesel,2458
Toyota,RAV4,2.0,Hybrid,14136
Toyota,Yaris,1.4,Hybrid,9606
Ford,Focus,1.6,Diesel,6570
Toyota,Yaris,1.0,Petrol,2040
VW,Polo,1.2,Petrol,1372
VW,Passat,1.4,Diesel,17997
Ford,Mondeo,2.0,Diesel,1103
VW,Golf,2.0,Petrol,16827
Ford,Fiesta,1.4,Petrol,2772
VW,Passat,1.4,Petrol,10846
Toyota,Yaris,1.4,Hybrid,1793
BMW,Z4,3.0,Petrol,1161
Toyota,Yaris,1.4,Petrol,6535
Ford,Focus,1.0,Petrol,16234
VW,Passat,1.6,Diesel,30598
Ford,Mondeo,1.6,Diesel,21741
BMW,X3,2.4,Diesel,49805
Ford,Mondeo,1.8,Diesel,12666
VW,Polo,2.0,Petrol,5386
Toyota,RAV4,1.8,Petrol,27596
VW,Passat,1.6,Petrol,3522
BMW,Z4,2.2,Petrol,1438
Ford,Mondeo,2.0,Diesel,42379
Porsche,718 Cayman,2.0,Petrol,2734
VW,Passat,2.0,Diesel,11319
Ford,Focus,1.6,Petrol,8221
Toyota,Yaris,1.2,Hybrid,18164
VW,Golf,1.4,Diesel,14137
Ford,Focus,2.0,Petrol,21484
Ford,Fiesta,1.0,Petrol,6035
VW,Passat,1.6,Petrol,3090
Toyota,Yaris,1.0,Hybrid,2822
Toyota,Yaris,1.2,Hybrid,212
Ford,Fiesta,1.0,Petrol,16569
Ford,Focus,1.8,Diesel,2706
Toyota,Yaris,1.4,Hybrid,20757
Ford,Mondeo,2.0,Diesel,24610
VW,Golf,1.2,Petrol,1590
Toyota,Prius,1.8,Hybrid,6599
Toyota,Yaris,1.0,Petrol,1702
VW,Golf,2.0,Diesel,19583
Ford,Focus,1.6,Petrol,16036
VW,Golf,1.4,Petrol,1363
VW,Polo,1.2,Petrol,8024
VW,Passat,1.6,Diesel,2264
Ford,Focus,1.0,Petrol,921
Toyota,Yaris,1.0,Hybrid,5554
BMW,M5,4.4,Petrol,6009
BMW,M5,4.0,Petrol,3387
Ford,Fiesta,1.2,Petrol,5649
VW,Golf,1.8,Petrol,6784
Ford,Fiesta,1.4,Diesel,31697
Ford,Focus,1.6,Petrol,1801
Ford,Focus,1.6,Petrol,5540
Ford,Fiesta,1.2,Petrol,11437
Toyota,Yaris,1.2,Hybrid,2499
Toyota,Prius,1.4,Hybrid,6608
VW,Polo,1.2,Diesel,13038
Toyota,RAV4,2.4,Hybrid,5186
VW,Polo,1.4,Petrol,5868
Porsche,Cayenne,2.6,Diesel,54321
Porsche,Cayenne,3.5,Petrol,14606
VW,Polo,2.0,Petrol,8176
VW,Passat,1.4,Diesel,31662
VW,Golf,1.4,Petrol,22028
VW,Golf,1.6,Hybrid,6396
Toyota,Prius,1.4,Hybrid,4748
Ford,Fiesta,1.2,Petrol,1990
VW,Golf,1.2,Petrol,2573
Porsche,Cayenne,4.0,Diesel,8340
VW,Passat,1.4,Petrol,24345
BMW,M5,4.4,Petrol,67675
VW,Passat,2.0,Diesel,16923
Ford,Focus,1.8,Petrol,5872
Toyota,Yaris,1.0,Petrol,2033
Ford,Mondeo,1.4,Petrol,11070
Ford,Mondeo,1.6,Diesel,937
VW,Passat,1.4,Petrol,6020
Ford,Mondeo,2.0,Petrol,9847
Toyota,Prius,1.8,Hybrid,17380
Porsche,911,2.6,Petrol,13548
Ford,Fiesta,1.4,Petrol,869
Toyota,Prius,1.0,Hybrid,16152
VW,Polo,2.0,Petrol,13074
Toyota,Prius,1.8,Hybrid,50150
Toyota,Prius,1.4,Hybrid,8691
Ford,Fiesta,1.2,Petrol,4519
Ford,Focus,2.0,Petrol,32927
Toyota,Yaris,1.0,Petrol,1364
VW,Golf,2.0,Diesel,6458
VW,Polo,1.6,Petrol,5481
Ford,Fiesta,1.4,Petrol,3714
Ford,Focus,1.6,Petrol,2972
Toyota,RAV4,2.0,Hybrid,22580
Toyota,RAV4,2.4,Hybrid,20869
Ford,Fiesta,1.0,Petrol,12208
Ford,Mondeo,2.0,Petrol,5008
BMW,Z4,2.2,Petrol,18977
Toyota,Yaris,1.0,Hybrid,1763
Ford,Focus,2.0,Petrol,2488
Ford,Focus,1.6,Petrol,5062
Toyota,Yaris,1.0,Petrol,1156
BMW,M5,4.0,Petrol,20376
Toyota,RAV4,2.0,Petrol,22427
Porsche,911,3.0,Petrol,119725
Ford,Focus,1.8,Diesel,9252
Ford,Fiesta,1.2,Petrol,1914
BMW,X3,2.0,Diesel,17266
BMW,X3,2.0,Diesel,5341
Toyota,RAV4,1.8,Hybrid,10503
VW,Passat,1.6,Diesel,4438
VW,Golf,2.0,Diesel,5918
VW,Passat,2.0,Diesel,25734
Porsche,718 Cayman,4.0,Petrol,31200
VW,Passat,1.6,Petrol,8825
VW,Golf,2.0,Petrol,10277
Ford,Focus,1.8,Petrol,4300
VW,Polo,1.6,Petrol,10655
Toyota,RAV4,1.8,Hybrid,42171
Ford,Focus,1.4,Diesel,29137
Porsche,911,2.2,Petrol,30618
Toyota,Prius,1.4,Hybrid,4896
VW,Polo,1.4,Petrol,933
VW,Golf,1.6,Hybrid,40501
Ford,Focus,1.6,Petrol,1392
Porsche,718 Cayman,2.0,Petrol,22114
Porsche,911,3.0,Petrol,76702
Toyota,RAV4,2.0,Hybrid,62896
Toyota,Prius,1.0,Hybrid,2545
Toyota,RAV4,2.2,Hybrid,31606
Toyota,Prius,1.4,Hybrid,29416
Toyota,RAV4,1.8,Hybrid,31139
VW,Passat,1.8,Diesel,33141
Toyota,Prius,1.0,Hybrid,4040
Ford,Focus,2.0,Petrol,1832
VW,Golf,1.4,Petrol,17384
VW,Polo,1.2,Petrol,10172
VW,Golf,1.6,Petrol,11304
Ford,Focus,2.0,Diesel,8396
Toyota,Prius,1.0,Hybrid,24513
Ford,Fiesta,1.2,Petrol,1109
Toyota,Yaris,1.0,Petrol,2119
Toyota,Yaris,1.2,Hybrid,1685
Toyota,Prius,1.8,Hybrid,15647
Toyota,Prius,1.0,Hybrid,41991
Toyota,Yaris,1.4,Petrol,17367
Ford,Mondeo,1.4,Diesel,21781
BMW,M5,5.0,Petrol,12191
Ford,Mondeo,1.4,Diesel,1857
VW,Golf,2.0,Petrol,18478
Ford,Focus,1.4,Petrol,17547
VW,Passat,1.6,Diesel,8598
Toyota,Yaris,1.0,Petrol,2880
VW,Golf,1.2,Petrol,16924
BMW,M5,4.0,Petrol,24579
Ford,Focus,1.8,Petrol,21108
BMW,Z4,2.4,Petrol,3046
Porsche,911,2.2,Petrol,48255
Toyota,Yaris,1.0,Petrol,3054
Toyota,RAV4,2.2,Petrol,3395
VW,Golf,1.4,Petrol,1102
VW,Passat,1.6,Diesel,20734
VW,Golf,1.4,Diesel,11050
Ford,Fiesta,1.2,Petrol,25224
BMW,Z4,3.0,Petrol,9355
Toyota,Yaris,1.4,Hybrid,12041
Porsche,Cayenne,2.6,Petrol,4891
Ford,Focus,1.8,Petrol,26521
VW,Polo,1.0,Petrol,16474
BMW,M5,4.0,Petrol,131671
Toyota,RAV4,1.8,Hybrid,6880
Ford,Focus,1.0,Diesel,18135
Toyota,RAV4,2.0,Hybrid,40194
Ford,Focus,2.0,Diesel,13487
BMW,M5,5.0,Petrol,87433
VW,Passat,1.8,Diesel,1235
VW,Polo,1.0,Petrol,2195
VW,Passat,1.8,Diesel,8208
Ford,Focus,1.6,Petrol,7951
Ford,Mondeo,2.0,Diesel,35713
Toyota,Yaris,1.2,Hybrid,12204
VW,Golf,1.4,Diesel,2803
Ford,Fiesta,1.2,Petrol,5808
BMW,M5,4.4,Petrol,4932
Ford,Mondeo,1.8,Diesel,1605
VW,Polo,1.4,Petrol,3964
Ford,Mondeo,1.6,Diesel,31605
Toyota,Prius,1.4,Hybrid,20460
Toyota,Yaris,1.2,Hybrid,966
VW,Passat,1.4,Diesel,4184
Ford,Fiesta,1.0,Petrol,9257
VW,Golf,2.0,Diesel,1717
Ford,Mondeo,1.8,Diesel,43042
Toyota,RAV4,1.8,Hybrid,2079
Toyota,RAV4,2.2,Hybrid,52316
Ford,Focus,2.0,Diesel,40492
BMW,X3,2.4,Petrol,47170
Ford,Focus,1.8,Petrol,15634
Porsche,Cayenne,4.0,Petrol,30704
Ford,Fiesta,1.2,Petrol,1373
Toyota,Prius,1.0,Hybrid,19992
Ford,Mondeo,2.0,Diesel,1405
VW,Golf,1.2,Petrol,24655
Toyota,Yaris,1.0,Petrol,2082
Toyota,Yaris,1.4,Hybrid,22587
BMW,X3,2.0,Diesel,37921
Porsche,911,3.0,Petrol,4457
VW,Golf,1.8,Diesel,5561
Toyota,Prius,1.4,Hybrid,7088
Ford,Mondeo,2.0,Diesel,19066
VW,Polo,2.0,Petrol,17445
VW,Passat,1.8,Diesel,7976
VW,Passat,1.8,Diesel,2768
VW,Passat,1.4,Diesel,2241
VW,Polo,1.6,Petrol,2296
VW,Golf,1.2,Hybrid,7110
VW,Passat,1.6,Petrol,770
VW,Polo,2.0,Petrol,916
Ford,Mondeo,1.6,Diesel,22175
Ford,Mondeo,1.4,Diesel,13773
VW,Polo,2.0,Petrol,7458
Ford,Fiesta,1.4,Hybrid,30881
Ford,Mondeo,2.0,Diesel,35499
Ford,Focus,1.6,Diesel,14590
Ford,Fiesta,1.4,Petrol,20962
VW,Golf,1.2,Petrol,1229
VW,Golf,1.8,Petrol,920
Ford,Mondeo,2.0,Hybrid,14199
Ford,Focus,1.8,Diesel,11564
Toyota,Yaris,1.0,Petrol,9597
Toyota,Yaris,1.4,Petrol,10837
VW,Golf,1.8,Petrol,16580
Ford,Mondeo,1.4,Hybrid,7569
Toyota,Prius,1.0,Hybrid,2437
VW,Golf,1.4,Petrol,23220
Porsche,911,3.5,Petrol,46634
Ford,Focus,1.4,Petrol,4190
VW,Passat,1.6,Petrol,6990
VW,Polo,2.0,Diesel,1286
Ford,Fiesta,1.0,Petrol,1462
VW,Golf,1.6,Diesel,32879
Ford,Mondeo,2.0,Diesel,2203
Ford,Fiesta,1.0,Petrol,1599
Ford,Fiesta,1.2,Petrol,2532
VW,Polo,1.6,Petrol,4970
VW,Polo,1.2,Petrol,7534
Ford,Mondeo,1.6,Diesel,1864
Ford,Focus,1.8,Petrol,684
Toyota,Prius,1.0,Hybrid,1622
BMW,Z4,3.0,Petrol,8516
Toyota,Yaris,1.0,Hybrid,21248
VW,Golf,1.6,Diesel,9206
Ford,Mondeo,2.0,Diesel,28569
VW,Golf,1.6,Hybrid,6207
Porsche,Cayenne,4.0,Diesel,4217
Ford,Focus,2.0,Petrol,4803
BMW,M5,4.4,Petrol,10466
Ford,Fiesta,1.0,Petrol,1034
BMW,Z4,2.4,Petrol,4465
Ford,Focus,2.0,Petrol,1389
Toyota,RAV4,1.8,Hybrid,5351
Toyota,RAV4,2.4,Petrol,64624
Ford,Mondeo,1.8,Petrol,9528
Toyota,RAV4,2.0,Petrol,41967
VW,Passat,1.4,Diesel,6262
Toyota,Yaris,1.2,Hybrid,388
VW,Golf,1.2,Petrol,663
Toyota,Yaris,1.0,Petrol,3385
Toyota,Prius,1.0,Hybrid,2375
Toyota,RAV4,2.2,Hybrid,2144
VW,Golf,1.2,Hybrid,16521
Ford,Focus,2.0,Diesel,28519
Ford,Mondeo,1.4,Diesel,20077
VW,Polo,1.2,Petrol,257
VW,Golf,1.4,Hybrid,13270
Porsche,911,3.5,Petrol,4395
Ford,Mondeo,2.0,Petrol,9896
VW,Passat,1.4,Diesel,19194
Toyota,Prius,1.4,Hybrid,12274
Toyota,RAV4,2.2,Hybrid,1829
Toyota,RAV4,2.4,Hybrid,16516
Toyota,Prius,1.4,Hybrid,23352
BMW,M5,4.0,Petrol,10598
Toyota,Yaris,1.0,Hybrid,6767
VW,Golf,2.0,Diesel,3969
Ford,Mondeo,2.0,Diesel,20318
VW,Polo,1.4,Petrol,2462
Ford,Fiesta,1.0,Petrol,924
Toyota,RAV4,1.8,Hybrid,43983
Toyota,Prius,1.4,Hybrid,1693
VW,Passat,2.0,Petrol,2691
Ford,Fiesta,1.0,Hybrid,268
VW,Polo,1.2,Diesel,4054
VW,Polo,1.0,Petrol,10575
Ford,Fiesta,1.2,Petrol,3595
Toyota,RAV4,1.8,Hybrid,2287
Toyota,RAV4,2.4,Hybrid,14296
VW,Polo,1.6,Petrol,8542
VW,Golf,1.8,Petrol,4238
Ford,Mondeo,2.0,Diesel,42339
Porsche,718 Cayman,4.0,Petrol,18337
Porsche,Cayenne,2.6,Petrol,51943
Toyota,Yaris,1.2,Petrol,3651
VW,Golf,1.6,Petrol,1839
VW,Golf,2.0,Petrol,936
BMW,M5,5.0,Petrol,4131
Ford,Fiesta,1.2,Petrol,627
BMW,M5,4.0,Petrol,20485
VW,Polo,1.2,Petrol,9839
Ford,Mondeo,1.6,Diesel,17844
VW,Polo,1.4,Petrol,584
Ford,Mondeo,2.0,Diesel,2612
VW,Passat,1.6,Diesel,2163
Ford,Mondeo,1.8,Diesel,1554
VW,Golf,1.2,Hybrid,959
Ford,Fiesta,1.0,Petrol,6145
Ford,Fiesta,1.0,Hybrid,4499
Ford,Mondeo,1.4,Diesel,1786
VW,Golf,1.4,Petrol,26523
VW,Golf,1.6,Petrol,1752
VW,Passat,2.0,Diesel,22673
Ford,Focus,1.4,Diesel,16173
VW,Polo,1.4,Petrol,3758
Toyota,Yaris,1.2,Petrol,1730
Ford,Focus,1.4,Petrol,5629
Toyota,Yaris,1.0,Hybrid,2103
Ford,Focus,1.0,Hybrid,3894
Toyota,Prius,1.0,Hybrid,27266
Ford,Focus,1.8,Diesel,14287
Toyota,Yaris,1.0,Petrol,3809
VW,Golf,1.4,Diesel,35175
Toyota,Yaris,1.2,Hybrid,13740
VW,Passat,2.0,Diesel,3922
VW,Polo,1.2,Petrol,8024
Ford,Focus,1.0,Petrol,1450
VW,Golf,1.2,Petrol,10925
Ford,Focus,1.0,Diesel,10315
BMW,M5,4.4,Petrol,53877
Toyota,Yaris,1.4,Hybrid,11634
Ford,Mondeo,1.8,Diesel,1962
Ford,Fiesta,1.4,Petrol,21456
VW,Passat,1.6,Diesel,3813
VW,Passat,1.4,Diesel,6664
Ford,Fiesta,1.4,Petrol,2405
Ford,Fiesta,1.4,Petrol,7907
Toyota,Prius,1.8,Hybrid,28813
Ford,Mondeo,1.8,Diesel,7452
BMW,M5,4.4,Petrol,9867
Ford,Mondeo,1.4,Diesel,40872
Toyota,Yaris,1.4,Hybrid,873
VW,Polo,1.6,Petrol,864
Ford,Mondeo,1.8,Diesel,51832
Toyota,Yaris,1.0,Hybrid,2800
Porsche,911,3.5,Petrol,38446
Toyota,Yaris,1.2,Petrol,2263
VW,Passat,2.0,Petrol,6849
VW,Polo,1.2,Petrol,1473
Ford,Focus,2.0,Petrol,1072
VW,Golf,1.2,Hybrid,2760
Ford,Mondeo,2.0,Diesel,3502
VW,Polo,1.4,Petrol,1521
VW,Golf,1.4,Diesel,13184
Porsche,Cayenne,2.6,Petrol,41240
BMW,M5,4.4,Petrol,43773
Toyota,RAV4,1.8,Hybrid,27037
Ford,Fiesta,1.2,Petrol,438
VW,Polo,1.0,Petrol,8436
Toyota,RAV4,2.0,Hybrid,53475
Toyota,Yaris,1.0,Hybrid,8638
Ford,Mondeo,1.8,Petrol,23657
Toyota,Prius,1.8,Hybrid,14866
Toyota,Yaris,1.4,Petrol,875
BMW,X3,3.0,Diesel,12528
Porsche,Cayenne,2.6,Petrol,56508
Toyota,RAV4,1.8,Hybrid,3405
BMW,M5,5.0,Petrol,3361
Toyota,Prius,1.8,Hybrid,7414
VW,Passat,1.8,Petrol,2845
Ford,Fiesta,1.0,Petrol,1169
Ford,Fiesta,1.0,Petrol,1027
Ford,Fiesta,1.2,Petrol,6139
Toyota,RAV4,1.8,Hybrid,5072
Ford,Mondeo,2.0,Diesel,31053
VW,Golf,1.8,Petrol,7133
VW,Passat,1.8,Diesel,10410
VW,Golf,1.8,Petrol,4107
Ford,Mondeo,1.8,Diesel,3248
Ford,Fiesta,1.0,Diesel,1899
BMW,Z4,2.4,Petrol,15145
Ford,Fiesta,1.4,Petrol,2288
VW,Polo,1.0,Petrol,7196
VW,Passat,1.4,Petrol,18348
Ford,Fiesta,1.4,Petrol,10463
VW,Golf,1.8,Petrol,23141
Porsche,718 Cayman,2.0,Petrol,44689
Ford,Mondeo,1.8,Diesel,10308
VW,Passat,1.4,Petrol,30670
Toyota,RAV4,2.4,Petrol,29181
Toyota,Yaris,1.2,Petrol,1866
