Manufacturer,Model,Engine size,Fuel type,Price,is_Premium_Brand,Premium_Fuel_Type
Ford,Mondeo,1.6,Diesel,21777,0,0
VW,Golf,1.6,Diesel,590,0,0
Porsche,Cayenne,4.0,Petrol,47081,1,0
Toyota,Prius,1.0,Hybrid,4073,0,1
Ford,Fiesta,1.2,Petrol,6472,0,0
Toyota,RAV4,2.2,Hybrid,40853,0,1
Toyota,Yaris,1.4,Hybrid,19827,0,1
Porsche,718 Cayman,2.4,Petrol,18258,1,0
VW,Golf,1.4,Diesel,10499,0,0
Toyota,Prius,1.0,Hybrid,354,0,1
Ford,Mondeo,1.6,Diesel,819,0,0
Toyota,RAV4,2.4,Hybrid,13732,0,1
VW,Passat,1.4,Diesel,2577,0,0
Toyota,Yaris,1.0,Petrol,8333,0,0
Toyota,RAV4,1.8,Hybrid,53449,0,1
VW,Polo,1.6,Petrol,4329,0,0
VW,Golf,2.0,Petrol,3401,0,0
VW,Polo,1.6,Petrol,1684,0,0
Toyota,RAV4,1.8,Hybrid,3947,0,1
VW,Polo,1.6,Petrol,2780,0,0
Ford,Mondeo,1.6,Diesel,24253,0,0
Ford,Focus,1.0,Petrol,964,0,0
VW,Polo,1.6,Diesel,3955,0,0
Toyota,RAV4,2.2,Hybrid,33876,0,1
VW,Golf,1.8,Petrol,2882,0,0
VW,Polo,1.6,Diesel,20421,0,0
Toyota,Yaris,1.0,Hybrid,4381,0,1
VW,Polo,1.4,Petrol,5081,0,0
Ford,Mondeo,1.8,Diesel,30606,0,0
Toyota,RAV4,1.8,Hybrid,12630,0,1
Toyota,Prius,1.4,Hybrid,3250,0,1
VW,Golf,1.8,Diesel,29678,0,0
Ford,Fiesta,1.0,Petrol,698,0,0
Ford,Mondeo,2.0,Diesel,13812,0,0
Ford,Mondeo,1.8,Diesel,22003,0,0
BMW,X3,2.0,Petrol,1312,1,0
Toyota,Yaris,1.2,Hybrid,3200,0,1
VW,Golf,1.8,Petrol,5462,0,0
BMW,Z4,2.0,Petrol,1138,1,0
Ford,Mondeo,1.8,Diesel,30100,0,0
Ford,Focus,2.0,Diesel,43011,0,0
Porsche,911,2.6,Petrol,96048,1,0
BMW,M5,4.0,Petrol,65379,1,0
Toyota,Yaris,1.4,Hybrid,2288,0,1
VW,Passat,1.8,Diesel,2923,0,0
Ford,Fiesta,1.4,Petrol,698,0,0
Ford,Focus,1.4,Petrol,13370,0,0
Toyota,Yaris,1.2,Petrol,1028,0,0
Ford,Mondeo,1.8,Diesel,6344,0,0
VW,Passat,1.8,Diesel,42484,0,0
Ford,Fiesta,1.0,Petrol,415,0,0
Ford,Focus,1.8,Diesel,6658,0,0
Ford,Focus,1.4,Petrol,7895,0,0
Toyota,Prius,1.4,Hybrid,5475,0,1
VW,Polo,1.6,Petrol,19221,0,0
BMW,Z4,2.0,Petrol,18397,1,0
Toyota,Prius,1.0,Hybrid,5724,0,1
VW,Polo,1.2,Diesel,14017,0,0
VW,Polo,1.4,Diesel,13297,0,0
Ford,Fiesta,1.4,Petrol,4256,0,0
VW,Passat,2.0,Diesel,4407,0,0
Ford,Fiesta,1.2,Petrol,5350,0,0
Toyota,RAV4,2.0,Hybrid,59970,0,1
VW,Polo,1.2,Petrol,16230,0,0
Ford,Focus,1.6,Petrol,2445,0,0
VW,Golf,1.2,Hybrid,18426,0,1
Ford,Focus,2.0,Petrol,26987,0,0
Ford,Mondeo,1.8,Diesel,4424,0,0
Toyota,Yaris,1.0,Hybrid,2461,0,1
Ford,Focus,1.4,Diesel,30522,0,0
VW,Passat,1.6,Diesel,3374,0,0
VW,Polo,1.2,Petrol,10906,0,0
VW,Passat,1.8,Diesel,16357,0,0
VW,Passat,2.0,Petrol,1113,0,0
Toyota,Prius,1.0,Hybrid,1766,0,1
Toyota,RAV4,2.2,Hybrid,12361,0,1
BMW,Z4,2.4,Petrol,18103,1,0
Ford,Mondeo,2.0,Diesel,31058,0,0
VW,Polo,1.0,Petrol,1264,0,0
BMW,X3,3.0,Diesel,20151,1,0
Toyota,Yaris,1.0,Hybrid,19924,0,1
VW,Passat,1.8,Diesel,3203,0,0
VW,Passat,1.6,Diesel,9396,0,0
VW,Passat,1.8,Petrol,15765,0,0
Ford,Mondeo,1.4,Diesel,6165,0,0
VW,Polo,1.6,Petrol,1924,0,0
Toyota,Prius,1.0,Hybrid,759,0,1
Ford,Focus,1.4,Petrol,1802,0,0
Ford,Mondeo,1.6,Diesel,1480,0,0
Ford,Fiesta,1.4,Petrol,927,0,0
Ford,Focus,2.0,Petrol,16494,0,0
VW,Golf,1.4,Petrol,4893,0,0
VW,Golf,2.0,Diesel,36068,0,0
Ford,Mondeo,1.4,Diesel,3044,0,0
VW,Polo,1.2,Petrol,7608,0,0
VW,Golf,1.4,Petrol,17594,0,0
Toyota,Prius,1.4,Hybrid,30494,0,1
Ford,Mondeo,1.8,Diesel,11650,0,0
BMW,Z4,3.0,Petrol,17528,1,0
BMW,X3,2.0,Diesel,19999,1,0
Toyota,Prius,1.0,Hybrid,22079,0,1
VW,Passat,1.8,Diesel,1713,0,0
VW,Golf,2.0,Petrol,4550,0,0
VW,Polo,1.6,Petrol,6392,0,0
BMW,Z4,2.2,Petrol,26472,1,0
BMW,Z4,2.4,Petrol,5365,1,0
VW,Polo,1.0,Petrol,1376,0,0
Ford,Fiesta,1.0,Petrol,19469,0,0
Toyota,Yaris,1.0,Petrol,7296,0,0
Ford,Fiesta,1.4,Petrol,25647,0,0
Ford,Focus,2.0,Petrol,14048,0,0
VW,Passat,1.4,Diesel,14885,0,0
Ford,Mondeo,2.0,Diesel,30638,0,0
Ford,Mondeo,1.8,Diesel,10694,0,0
VW,Polo,1.4,Petrol,21215,0,0
Porsche,718 Cayman,2.0,Petrol,7597,1,0
VW,Golf,1.4,Hybrid,11141,0,1
Toyota,Yaris,1.0,Hybrid,9103,0,1
Ford,Focus,1.8,Petrol,6090,0,0
Ford,Fiesta,1.0,Petrol,4962,0,0
VW,Polo,1.6,Petrol,13476,0,0
Ford,Focus,1.6,Petrol,3061,0,0
Ford,Mondeo,2.0,Diesel,919,0,0
VW,Passat,2.0,Diesel,11073,0,0
Toyota,RAV4,1.8,Hybrid,2016,0,1
VW,Golf,1.2,Hybrid,16151,0,1
Ford,Focus,1.6,Petrol,2558,0,0
VW,Polo,1.2,Petrol,6013,0,0
VW,Golf,1.4,Petrol,7743,0,0
VW,Passat,1.4,Diesel,5345,0,0
VW,Golf,1.2,Diesel,3808,0,0
Ford,Fiesta,1.2,Petrol,7250,0,0
Toyota,Yaris,1.0,Hybrid,9071,0,1
Toyota,Yaris,1.2,Hybrid,7516,0,1
VW,Polo,1.4,Petrol,23066,0,0
Ford,Fiesta,1.4,Petrol,18464,0,0
Toyota,RAV4,2.4,Hybrid,1301,0,1
Ford,Focus,1.8,Petrol,3414,0,0
Toyota,Yaris,1.2,Petrol,13882,0,0
Ford,Focus,1.8,Diesel,7299,0,0
Toyota,Prius,1.8,Hybrid,4317,0,1
VW,Polo,1.6,Petrol,14463,0,0
Toyota,Yaris,1.4,Hybrid,38327,0,1
VW,Polo,1.4,Petrol,348,0,0
Toyota,Yaris,1.4,Hybrid,12102,0,1
Toyota,Yaris,1.2,Petrol,2809,0,0
Ford,Focus,1.6,Hybrid,2541,0,1
Ford,Focus,1.6,Petrol,6729,0,0
Ford,Focus,1.0,Petrol,1637,0,0
Ford,Fiesta,1.4,Hybrid,17890,0,1
VW,Passat,1.6,Diesel,5604,0,0
Toyota,RAV4,2.2,Hybrid,10895,0,1
Ford,Fiesta,1.4,Petrol,13357,0,0
BMW,Z4,3.0,Petrol,58351,1,0
Ford,Focus,1.8,Petrol,29063,0,0
VW,Polo,2.0,Petrol,4373,0,0
BMW,X3,2.4,Diesel,31540,1,0
Porsche,718 Cayman,2.4,Petrol,63933,1,0
VW,Passat,1.4,Diesel,40145,0,0
Toyota,Yaris,1.4,Petrol,23442,0,0
BMW,Z4,2.2,Petrol,5922,1,0
VW,Golf,1.2,Diesel,29299,0,0
VW,Polo,1.6,Petrol,1894,0,0
VW,Golf,1.6,Petrol,6083,0,0
BMW,X3,3.0,Diesel,34056,1,0
Ford,Mondeo,1.8,Diesel,1102,0,0
Ford,Focus,1.8,Petrol,25041,0,0
VW,Polo,1.4,Diesel,10923,0,0
Ford,Mondeo,1.8,Hybrid,2692,0,1
BMW,Z4,3.0,Petrol,63494,1,0
Ford,Mondeo,1.8,Diesel,20569,0,0
Toyota,Yaris,1.2,Hybrid,25282,0,1
VW,Polo,1.2,Petrol,3492,0,0
VW,Golf,1.4,Petrol,1898,0,0
Ford,Fiesta,1.2,Petrol,7361,0,0
Ford,Mondeo,1.8,Petrol,34539,0,0
VW,Golf,1.8,Petrol,2382,0,0
VW,Passat,1.4,Diesel,30972,0,0
Toyota,Yaris,1.0,Hybrid,830,0,1
Toyota,Yaris,1.4,Hybrid,824,0,1
Ford,Mondeo,1.4,Diesel,4716,0,0
Ford,Fiesta,1.4,Petrol,1937,0,0
Ford,Fiesta,1.0,Petrol,2860,0,0
VW,Polo,1.0,Petrol,1048,0,0
VW,Golf,1.4,Diesel,1720,0,0
Ford,Focus,1.6,Petrol,2224,0,0
VW,Polo,1.6,Petrol,6410,0,0
VW,Polo,1.2,Petrol,429,0,0
Toyota,Yaris,1.4,Petrol,15266,0,0
Toyota,Prius,1.0,Hybrid,22378,0,1
BMW,Z4,2.0,Petrol,12328,1,0
VW,Passat,1.8,Diesel,10102,0,0
VW,Polo,2.0,Petrol,3276,0,0
Toyota,RAV4,2.4,Hybrid,24204,0,1
VW,Passat,1.4,Diesel,2492,0,0
VW,Polo,1.0,Diesel,18516,0,0
VW,Passat,1.6,Diesel,14189,0,0
VW,Passat,1.4,Diesel,3214,0,0
VW,Golf,1.6,Petrol,5930,0,0
Ford,Fiesta,1.2,Hybrid,9435,0,1
VW,Polo,1.4,Petrol,15828,0,0
VW,Passat,1.8,Diesel,18939,0,0
VW,Passat,1.6,Diesel,6399,0,0
BMW,M5,5.0,Petrol,48502,1,0
VW,Golf,1.8,Petrol,7528,0,0
Ford,Mondeo,2.0,Diesel,1245,0,0
Ford,Mondeo,1.6,Diesel,23161,0,0
Ford,Focus,1.4,Petrol,25030,0,0
Ford,Mondeo,1.6,Diesel,22764,0,0
Toyota,RAV4,2.0,Hybrid,4521,0,1
VW,Passat,2.0,Diesel,4005,0,0
BMW,M5,4.0,Petrol,6958,1,0
Ford,Fiesta,1.4,Petrol,16124,0,0
VW,Passat,1.8,Diesel,19692,0,0
VW,Passat,2.0,Diesel,23602,0,0
Ford,Focus,1.0,Petrol,11103,0,0
BMW,X3,3.0,Diesel,1701,1,0
VW,Golf,1.4,Petrol,9468,0,0
Toyota,RAV4,2.2,Hybrid,14539,0,1
Ford,Focus,1.0,Petrol,18935,0,0
Ford,Fiesta,1.2,Petrol,8266,0,0
Porsche,Cayenne,4.0,Petrol,37807,1,0
VW,Golf,1.4,Petrol,1229,0,0
VW,Passat,1.4,Diesel,9395,0,0
Ford,Mondeo,2.0,Diesel,14567,0,0
Toyota,Yaris,1.0,Hybrid,11540,0,1
VW,Polo,1.0,Petrol,4822,0,0
Toyota,RAV4,2.0,Hybrid,7780,0,1
Ford,Fiesta,1.0,Hybrid,17593,0,1
VW,Polo,1.0,Diesel,17529,0,0
Ford,Fiesta,1.2,Petrol,1600,0,0
Toyota,RAV4,2.2,Petrol,2087,0,0
VW,Passat,1.4,Petrol,4777,0,0
Toyota,Prius,1.0,Hybrid,31004,0,1
Toyota,Prius,1.0,Hybrid,2166,0,1
VW,Polo,1.6,Petrol,14508,0,0
BMW,X3,3.0,Diesel,30856,1,0
Ford,Mondeo,2.0,Diesel,15234,0,0
BMW,M5,5.0,Petrol,29863,1,0
BMW,M5,4.4,Petrol,8524,1,0
Toyota,RAV4,2.2,Hybrid,8969,0,1
VW,Polo,1.6,Petrol,2673,0,0
BMW,X3,2.4,Diesel,2847,1,0
Toyota,Prius,1.8,Hybrid,5242,0,1
VW,Golf,2.0,Diesel,3178,0,0
Ford,Mondeo,2.0,Diesel,7284,0,0
Ford,Focus,2.0,Petrol,14661,0,0
VW,Passat,1.8,Diesel,479,0,0
Porsche,718 Cayman,4.0,Petrol,9575,1,0
Ford,Fiesta,1.2,Petrol,1531,0,0
Porsche,911,2.2,Petrol,51807,1,0
VW,Polo,1.2,Petrol,5737,0,0
Ford,Fiesta,1.0,Petrol,6995,0,0
VW,Golf,1.8,Petrol,7611,0,0
VW,Passat,1.4,Diesel,5741,0,0
Ford,Focus,1.4,Petrol,1675,0,0
Toyota,Yaris,1.2,Hybrid,28278,0,1
VW,Golf,1.4,Petrol,1864,0,0
VW,Golf,2.0,Petrol,21210,0,0
VW,Golf,1.2,Petrol,6698,0,0
Toyota,Yaris,1.2,Hybrid,933,0,1
VW,Passat,2.0,Diesel,6602,0,0
Toyota,RAV4,2.4,Hybrid,19362,0,1
Ford,Fiesta,1.4,Petrol,3266,0,0
Ford,Fiesta,1.2,Petrol,24183,0,0
Ford,Fiesta,1.2,Petrol,1611,0,0
VW,Polo,1.0,Petrol,2414,0,0
VW,Polo,1.6,Petrol,19681,0,0
VW,Polo,1.2,Petrol,1539,0,0
Ford,Mondeo,2.0,Diesel,19843,0,0
VW,Passat,2.0,Petrol,2607,0,0
Ford,Focus,2.0,Petrol,2346,0,0
Toyota,Yaris,1.2,Petrol,19095,0,0
Toyota,RAV4,2.0,Petrol,59574,0,0
Ford,Fiesta,1.2,Hybrid,3751,0,1
VW,Passat,2.0,Petrol,2318,0,0
VW,Polo,2.0,Petrol,1929,0,0
Ford,Mondeo,1.8,Diesel,4351,0,0
VW,Golf,2.0,Petrol,4647,0,0
Porsche,Cayenne,2.6,Diesel,37869,1,0
Ford,Mondeo,1.8,Diesel,18678,0,0
Ford,Focus,2.0,Petrol,3632,0,0
Toyota,Yaris,1.2,Hybrid,373,0,1
Ford,Focus,1.0,Petrol,18433,0,0
BMW,M5,5.0,Petrol,19169,1,0
Ford,Focus,2.0,Petrol,8801,0,0
Ford,Focus,2.0,Diesel,8340,0,0
Ford,Focus,1.4,Petrol,2937,0,0
VW,Passat,1.8,Diesel,29992,0,0
VW,Passat,2.0,Diesel,43569,0,0
Toyota,Yaris,1.0,Hybrid,4276,0,1
Ford,Focus,1.4,Petrol,27165,0,0
Porsche,911,2.2,Petrol,8129,1,0
Ford,Fiesta,1.4,Diesel,7677,0,0
Toyota,RAV4,2.4,Petrol,11508,0,0
VW,Polo,1.6,Petrol,7116,0,0
Toyota,Yaris,1.4,Hybrid,13286,0,1
Ford,Mondeo,1.6,Petrol,6853,0,0
VW,Polo,1.6,Petrol,2478,0,0
Toyota,Yaris,1.4,Petrol,26872,0,0
VW,Golf,1.8,Petrol,13702,0,0
Toyota,Prius,1.4,Hybrid,33506,0,1
Ford,Mondeo,1.6,Diesel,27739,0,0
VW,Polo,1.0,Diesel,5318,0,0
Toyota,Prius,1.8,Hybrid,2839,0,1
VW,Golf,1.8,Petrol,7231,0,0
BMW,M5,4.0,Petrol,93312,1,0
Ford,Focus,2.0,Petrol,3817,0,0
VW,Passat,1.4,Diesel,6909,0,0
Toyota,Prius,1.4,Hybrid,7125,0,1
VW,Passat,2.0,Diesel,47142,0,0
VW,Golf,1.4,Diesel,2411,0,0
BMW,M5,5.0,Petrol,5947,1,0
Ford,Mondeo,1.6,Diesel,6564,0,0
VW,Polo,2.0,Petrol,6237,0,0
Porsche,Cayenne,4.0,Diesel,2012,1,0
Ford,Fiesta,1.2,Petrol,19785,0,0
Ford,Fiesta,1.2,Petrol,16366,0,0
Ford,Focus,2.0,Petrol,8960,0,0
VW,Polo,2.0,Petrol,3956,0,0
VW,Golf,1.8,Hybrid,2817,0,1
BMW,M5,4.0,Petrol,42395,1,0
Toyota,Prius,1.0,Hybrid,12744,0,1
VW,Polo,2.0,Petrol,10441,0,0
VW,Polo,1.0,Petrol,5675,0,0
VW,Polo,1.4,Diesel,662,0,0
Ford,Focus,1.8,Petrol,2702,0,0
Ford,Focus,1.8,Petrol,1994,0,0
Toyota,Yaris,1.0,Petrol,9681,0,0
VW,Passat,2.0,Diesel,10347,0,0
Ford,Mondeo,1.4,Diesel,16229,0,0
Toyota,Yaris,1.4,Petrol,1105,0,0
Ford,Focus,2.0,Petrol,26426,0,0
VW,Golf,1.6,Petrol,694,0,0
Porsche,911,3.0,Petrol,4118,1,0
Ford,Focus,1.6,Diesel,2769,0,0
VW,Passat,1.6,Diesel,1903,0,0
Toyota,RAV4,2.0,Hybrid,45836,0,1
Ford,Fiesta,1.2,Petrol,1357,0,0
VW,Passat,1.8,Petrol,34750,0,0
Ford,Focus,1.8,Petrol,30169,0,0
VW,Polo,1.0,Petrol,3630,0,0
BMW,Z4,2.0,Petrol,6376,1,0
Toyota,RAV4,1.8,Hybrid,40582,0,1
VW,Passat,1.6,Diesel,3791,0,0
Ford,Mondeo,1.6,Hybrid,1833,0,1
Ford,Focus,1.0,Petrol,9994,0,0
Ford,Fiesta,1.2,Petrol,19264,0,0
Ford,Focus,1.6,Diesel,10635,0,0
BMW,X3,3.0,Diesel,4719,1,0
Toyota,Yaris,1.4,Hybrid,38074,0,1
Toyota,RAV4,2.0,Hybrid,12745,0,1
Ford,Fiesta,1.0,Petrol,6659,0,0
Toyota,RAV4,2.0,Hybrid,1172,0,1
Ford,Focus,1.4,Petrol,2719,0,0
Porsche,911,2.6,Petrol,3912,1,0
BMW,X3,2.4,Diesel,34426,1,0
Ford,Fiesta,1.0,Petrol,3864,0,0
Ford,Fiesta,1.0,Petrol,10886,0,0
VW,Golf,2.0,Petrol,9412,0,0
VW,Passat,1.8,Diesel,2909,0,0
Ford,Fiesta,1.2,Petrol,678,0,0
VW,Golf,1.8,Petrol,16468,0,0
VW,Golf,1.8,Petrol,3754,0,0
Porsche,911,2.6,Petrol,57375,1,0
Ford,Focus,1.0,Petrol,6068,0,0
BMW,X3,2.0,Diesel,5981,1,0
Ford,Mondeo,1.6,Hybrid,3616,0,1
BMW,Z4,2.4,Petrol,19724,1,0
VW,Passat,1.6,Diesel,6450,0,0
BMW,M5,4.0,Petrol,77391,1,0
BMW,Z4,2.0,Petrol,7726,1,0
Toyota,Prius,1.0,Hybrid,3537,0,1
Toyota,Yaris,1.0,Hybrid,12895,0,1
Toyota,Prius,1.8,Hybrid,17997,0,1
VW,Golf,1.2,Diesel,3192,0,0
VW,Polo,1.2,Petrol,17625,0,0
Ford,Focus,1.0,Petrol,18021,0,0
Toyota,RAV4,2.4,Hybrid,20706,0,1
Porsche,Cayenne,2.6,Petrol,15027,1,0
Ford,Mondeo,1.4,Diesel,20458,0,0
Toyota,Prius,1.4,Hybrid,12534,0,1
VW,Passat,1.8,Petrol,2709,0,0
Porsche,718 Cayman,4.0,Petrol,22746,1,0
VW,Polo,2.0,Petrol,20196,0,0
VW,Passat,1.8,Petrol,6580,0,0
Ford,Focus,1.8,Petrol,2453,0,0
VW,Polo,2.0,Petrol,654,0,0
Porsche,718 Cayman,4.0,Petrol,5532,1,0
Toyota,Yaris,1.2,Hybrid,30728,0,1
Toyota,RAV4,2.0,Petrol,23306,0,0
VW,Golf,1.4,Petrol,25399,0,0
BMW,X3,2.4,Diesel,16803,1,0
VW,Passat,2.0,Diesel,3162,0,0
VW,Golf,1.6,Petrol,12439,0,0
Ford,Focus,1.4,Petrol,693,0,0
Ford,Mondeo,2.0,Diesel,34622,0,0
BMW,X3,2.4,Diesel,4795,1,0
Toyota,Yaris,1.2,Hybrid,9634,0,1
Ford,Fiesta,1.2,Petrol,1398,0,0
Ford,Fiesta,1.4,Petrol,1732,0,0
Ford,Fiesta,1.0,Petrol,3726,0,0
Toyota,Yaris,1.2,Hybrid,6847,0,1
Toyota,Prius,1.0,Hybrid,4666,0,1
BMW,Z4,2.2,Petrol,1161,1,0
Porsche,911,2.2,Petrol,41379,1,0
Ford,Focus,1.4,Petrol,2634,0,0
Toyota,Yaris,1.2,Hybrid,7468,0,1
VW,Passat,1.8,Diesel,2358,0,0
Toyota,RAV4,2.4,Hybrid,15385,0,1
VW,Passat,2.0,Diesel,32193,0,0
Toyota,RAV4,2.0,Hybrid,2787,0,1
BMW,M5,5.0,Petrol,26583,1,0
Toyota,Yaris,1.2,Hybrid,25796,0,1
Porsche,Cayenne,3.5,Petrol,15797,1,0
Ford,Fiesta,1.4,Petrol,13728,0,0
VW,Golf,1.6,Petrol,2498,0,0
Ford,Fiesta,1.0,Petrol,13400,0,0
Ford,Focus,1.8,Hybrid,10095,0,1
Toyota,Yaris,1.2,Hybrid,3043,0,1
BMW,X3,3.0,Diesel,2656,1,0
BMW,M5,5.0,Petrol,20197,1,0
VW,Golf,1.6,Diesel,2673,0,0
Toyota,RAV4,2.0,Hybrid,21115,0,1
Toyota,RAV4,2.2,Hybrid,16777,0,1
Ford,Fiesta,1.4,Petrol,3036,0,0
VW,Polo,1.0,Petrol,734,0,0
Toyota,Prius,1.8,Hybrid,16907,0,1
Toyota,RAV4,2.0,Hybrid,42680,0,1
Toyota,RAV4,2.0,Hybrid,3183,0,1
Toyota,Prius,1.0,Hybrid,20325,0,1
VW,Polo,2.0,Petrol,1658,0,0
Ford,Focus,1.0,Petrol,23382,0,0
Toyota,RAV4,2.2,Hybrid,12350,0,1
Toyota,Yaris,1.2,Hybrid,13480,0,1
Ford,Focus,1.6,Diesel,11059,0,0
VW,Passat,1.8,Diesel,9226,0,0
Ford,Focus,2.0,Diesel,32472,0,0
Toyota,Prius,1.4,Hybrid,5572,0,1
VW,Polo,1.4,Petrol,14399,0,0
Toyota,Yaris,1.2,Petrol,1368,0,0
Ford,Fiesta,1.4,Petrol,24423,0,0
VW,Golf,1.4,Petrol,13380,0,0
VW,Golf,1.8,Hybrid,14973,0,1
VW,Passat,2.0,Diesel,7973,0,0
Ford,Mondeo,1.4,Diesel,42175,0,0
VW,Polo,1.4,Petrol,3210,0,0
Toyota,Prius,1.4,Hybrid,6331,0,1
Toyota,Yaris,1.4,Petrol,2397,0,0
Ford,Focus,1.8,Petrol,21213,0,0
VW,Golf,2.0,Hybrid,4116,0,1
Toyota,Yaris,1.4,Hybrid,1012,0,1
Ford,Mondeo,1.4,Diesel,16647,0,0
VW,Passat,1.6,Diesel,22813,0,0
Ford,Focus,1.6,Diesel,31274,0,0
VW,Golf,1.8,Petrol,2474,0,0
VW,Polo,1.6,Diesel,3773,0,0
Ford,Focus,1.0,Petrol,5444,0,0
Toyota,Prius,1.0,Hybrid,3598,0,1
Ford,Mondeo,1.6,Diesel,7242,0,0
BMW,Z4,2.0,Petrol,29156,1,0
BMW,Z4,2.4,Petrol,2149,1,0
Ford,Mondeo,1.6,Diesel,1141,0,0
Toyota,Prius,1.4,Hybrid,19376,0,1
Toyota,Prius,1.4,Hybrid,22232,0,1
VW,Polo,1.0,Petrol,2989,0,0
VW,Polo,1.2,Petrol,438,0,0
VW,Passat,2.0,Diesel,17660,0,0
Ford,Mondeo,1.8,Diesel,16534,0,0
Toyota,Yaris,1.0,Petrol,1414,0,0
Toyota,Prius,1.0,Hybrid,23617,0,1
Porsche,911,2.2,Petrol,52556,1,0
VW,Polo,2.0,Petrol,4991,0,0
Ford,Focus,1.6,Petrol,14849,0,0
Ford,Fiesta,1.4,Petrol,30298,0,0
Ford,Fiesta,1.0,Petrol,1314,0,0
Ford,Focus,1.0,Petrol,20161,0,0
VW,Golf,1.2,Diesel,4229,0,0
VW,Passat,1.4,Diesel,23840,0,0
Toyota,Yaris,1.2,Hybrid,20002,0,1
Ford,Focus,1.6,Hybrid,25121,0,1
VW,Golf,1.8,Hybrid,25455,0,1
Toyota,Yaris,1.2,Hybrid,38755,0,1
Ford,Mondeo,1.8,Diesel,2829,0,0
Ford,Focus,1.8,Petrol,272,0,0
VW,Golf,1.4,Petrol,1364,0,0
Ford,Fiesta,1.4,Diesel,1808,0,0
Ford,Focus,1.4,Diesel,2143,0,0
BMW,Z4,2.4,Petrol,3702,1,0
VW,Golf,1.8,Petrol,7903,0,0
Toyota,RAV4,1.8,Hybrid,19935,0,1
Toyota,RAV4,2.0,Petrol,17277,0,0
BMW,Z4,3.0,Petrol,15556,1,0
BMW,Z4,2.0,Petrol,2296,1,0
Ford,Focus,1.4,Petrol,34217,0,0
Ford,Mondeo,1.8,Hybrid,2583,0,1
Ford,Focus,1.0,Petrol,3849,0,0
Toyota,Yaris,1.4,Petrol,16869,0,0
VW,Passat,1.6,Diesel,3856,0,0
Toyota,Prius,1.4,Hybrid,3133,0,1
Ford,Mondeo,1.4,Diesel,2837,0,0
Ford,Mondeo,2.0,Diesel,5037,0,0
Porsche,718 Cayman,2.4,Petrol,39214,1,0
VW,Polo,1.2,Petrol,3414,0,0
Ford,Focus,1.0,Petrol,14576,0,0
Ford,Fiesta,1.4,Petrol,9223,0,0
VW,Passat,2.0,Diesel,14343,0,0
Toyota,RAV4,2.0,Hybrid,2622,0,1
Ford,Mondeo,1.6,Diesel,15704,0,0
Ford,Mondeo,1.4,Diesel,21078,0,0
BMW,X3,2.0,Diesel,2763,1,0
VW,Passat,1.4,Diesel,1974,0,0
Toyota,Prius,1.4,Hybrid,1324,0,1
Toyota,RAV4,2.4,Petrol,8030,0,0
Toyota,RAV4,2.4,Petrol,40995,0,0
Ford,Mondeo,1.8,Diesel,15285,0,0
Toyota,Prius,1.8,Hybrid,4691,0,1
Toyota,Prius,1.8,Hybrid,1083,0,1
VW,Golf,1.8,Petrol,31959,0,0
BMW,M5,4.4,Petrol,2111,1,0
Ford,Fiesta,1.2,Petrol,3044,0,0
Ford,Focus,1.8,Petrol,22439,0,0
VW,Polo,1.6,Petrol,14509,0,0
VW,Passat,1.8,Diesel,21038,0,0
VW,Golf,1.6,Petrol,15934,0,0
Ford,Mondeo,1.4,Diesel,6038,0,0
VW,Passat,1.4,Diesel,12373,0,0
VW,Passat,1.6,Petrol,2298,0,0
Toyota,RAV4,2.2,Hybrid,29349,0,1
VW,Golf,1.2,Diesel,25771,0,0
Ford,Fiesta,1.2,Petrol,12908,0,0
VW,Polo,2.0,Petrol,5867,0,0
VW,Golf,1.4,Petrol,3961,0,0
VW,Polo,2.0,Petrol,23057,0,0
VW,Golf,1.6,Diesel,2089,0,0
Ford,Mondeo,1.6,Diesel,7884,0,0
Toyota,Yaris,1.0,Hybrid,2504,0,1
Ford,Focus,1.8,Petrol,30063,0,0
BMW,Z4,2.4,Petrol,3138,1,0
BMW,Z4,2.2,Petrol,14028,1,0
BMW,X3,2.0,Diesel,6060,1,0
BMW,X3,2.4,Diesel,17077,1,0
BMW,M5,4.0,Petrol,11563,1,0
Ford,Mondeo,1.8,Diesel,48084,0,0
BMW,Z4,2.2,Petrol,39590,1,0
Toyota,Yaris,1.0,Petrol,3513,0,0
VW,Polo,2.0,Diesel,1949,0,0
Toyota,Yaris,1.2,Petrol,4300,0,0
Toyota,Yaris,1.0,Hybrid,22410,0,1
Ford,Fiesta,1.2,Petrol,3784,0,0
Ford,Mondeo,1.4,Diesel,9386,0,0
Toyota,Yaris,1.4,Petrol,1055,0,0
Ford,Fiesta,1.2,Petrol,5940,0,0
Ford,Focus,1.6,Petrol,4118,0,0
VW,Passat,1.4,Diesel,8668,0,0
Ford,Focus,2.0,Petrol,13718,0,0
Ford,Mondeo,2.0,Diesel,12015,0,0
VW,Polo,1.6,Petrol,2266,0,0
Ford,Mondeo,1.8,Diesel,39457,0,0
Toyota,Prius,1.8,Hybrid,1371,0,1
Ford,Focus,1.6,Petrol,1586,0,0
VW,Golf,1.6,Petrol,1650,0,0
Toyota,Yaris,1.4,Petrol,2449,0,0
VW,Polo,2.0,Petrol,2123,0,0
VW,Passat,2.0,Diesel,11935,0,0
Ford,Mondeo,1.6,Diesel,12390,0,0
